ID of ingredient concentration	index	ID of product (if we want to link to it)	ID of active ingredient instance	type	Concentration	value	unit
ID			I 'is about'	TYPE		I 'has value'	I 'has unit'
PESTON:0920354	20354	PESTON:0106140	PESTON:0720354	ingredient concentration	29	29	UOM:%25
PESTON:0920355	20355	PESTON:0107324	PESTON:0720355	ingredient concentration	30	30	UOM:%25
PESTON:0920356	20356	PESTON:0107452	PESTON:0720356	ingredient concentration	30	30	UOM:%25
PESTON:0920357	20357	PESTON:0107586	PESTON:0720357	ingredient concentration	30	30	UOM:%25
PESTON:0920358	20358	PESTON:0109000	PESTON:0720358	ingredient concentration	30	30	UOM:%25
PESTON:0920359	20359	PESTON:0109033	PESTON:0721500	ingredient concentration	30	30	UOM:%25
PESTON:0920360	20360	PESTON:0101962	PESTON:0720360	ingredient concentration	30	30	UOM:%25
PESTON:0920361	20361	PESTON:0102570	PESTON:0720361	ingredient concentration	30	30	UOM:%25
PESTON:0920362	20362	PESTON:0102615	PESTON:0720362	ingredient concentration	30	30	UOM:%25
PESTON:0920363	20363	PESTON:0103370	PESTON:0721154	ingredient concentration	30	30	UOM:%25
PESTON:0920364	20364	PESTON:0105558	PESTON:0720364	ingredient concentration	30	30	UOM:%25
PESTON:0920365	20365	PESTON:0107143	PESTON:0720365	ingredient concentration	30	30	UOM:%25
PESTON:0920366	20366	PESTON:0107156	PESTON:0720366	ingredient concentration	30	30	UOM:%25
PESTON:0920367	20367	PESTON:0107429	PESTON:0720367	ingredient concentration	30	30	UOM:%25
PESTON:0920368	20368	PESTON:0108180	PESTON:0720368	ingredient concentration	30	30	UOM:%25
PESTON:0920369	20369	PESTON:0104053	PESTON:0721501	ingredient concentration	36	36	UOM:%25
PESTON:0920370	20370	PESTON:0102083	PESTON:0721526	ingredient concentration	38	38	UOM:%25
PESTON:0920371	20371	PESTON:0103428	PESTON:0720371	ingredient concentration	38	38	UOM:%25
PESTON:0920372	20372	PESTON:0104229	PESTON:0720372	ingredient concentration	39	39	UOM:%25
PESTON:0920373	20373	PESTON:0105334	PESTON:0720373	ingredient concentration	39	39	UOM:%25
PESTON:0920374	20374	PESTON:0103929	PESTON:0720374	ingredient concentration	40	40	UOM:%25
PESTON:0920375	20375	PESTON:0107353	PESTON:0720375	ingredient concentration	40	40	UOM:%25
PESTON:0920376	20376	PESTON:0104582	PESTON:0720376	ingredient concentration	40	40	UOM:%25
PESTON:0920377	20377	PESTON:0107532	PESTON:0720377	ingredient concentration	40	40	UOM:%25
PESTON:0920378	20378	PESTON:0107561	PESTON:0720378	ingredient concentration	40	40	UOM:%25
PESTON:0920379	20379	PESTON:0107312	PESTON:0720379	ingredient concentration	41.3	41.3	UOM:%25
PESTON:0920380	20380	PESTON:0108480	PESTON:0720380	ingredient concentration	41.3	41.3	UOM:%25
PESTON:0920381	20381	PESTON:0101285	PESTON:0720381	ingredient concentration	42	42	UOM:%25
PESTON:0920382	20382	PESTON:0111655	PESTON:0720382	ingredient concentration	42.6	42.6	UOM:%25
PESTON:0920383	20383	PESTON:0104059	PESTON:0720383	ingredient concentration	44	44	UOM:%25
PESTON:0920384	20384	PESTON:0107370	PESTON:0720384	ingredient concentration	44	44	UOM:%25
PESTON:0920385	20385	PESTON:0107845	PESTON:0720385	ingredient concentration	44	44	UOM:%25
PESTON:0920386	20386	PESTON:0110089	PESTON:0720386	ingredient concentration	44	44	UOM:%25
PESTON:0920387	20387	PESTON:0108962	PESTON:0720387	ingredient concentration	45	45	UOM:%25
PESTON:0920388	20388	PESTON:0101160	PESTON:0720388	ingredient concentration	47.5	47.5	UOM:%25
PESTON:0920389	20389	PESTON:0104052	PESTON:0720389	ingredient concentration	47.5	47.5	UOM:%25
PESTON:0920390	20390	PESTON:0104089	PESTON:0720390	ingredient concentration	47.5	47.5	UOM:%25
PESTON:0920391	20391	PESTON:0100415	PESTON:0720391	ingredient concentration	48	48	UOM:%25
PESTON:0920392	20392	PESTON:0100973	PESTON:0720392	ingredient concentration	48	48	UOM:%25
PESTON:0920393	20393	PESTON:0103199	PESTON:0720393	ingredient concentration	48	48	UOM:%25
PESTON:0920394	20394	PESTON:0104215	PESTON:0720394	ingredient concentration	48	48	UOM:%25
PESTON:0920395	20395	PESTON:0109716	PESTON:0720395	ingredient concentration	48	48	UOM:%25
PESTON:0920396	20396	PESTON:0100229	PESTON:0720396	ingredient concentration	49	49	UOM:%25
PESTON:0920397	20397	PESTON:0101109	PESTON:0720397	ingredient concentration	49	49	UOM:%25
PESTON:0920398	20398	PESTON:0102682	PESTON:0720398	ingredient concentration	49	49	UOM:%25
PESTON:0920399	20399	PESTON:0102889	PESTON:0720399	ingredient concentration	49	49	UOM:%25
PESTON:0920400	20400	PESTON:0103016	PESTON:0721519	ingredient concentration	49	49	UOM:%25
PESTON:0920401	20401	PESTON:0103176	PESTON:0720401	ingredient concentration	49	49	UOM:%25
PESTON:0920402	20402	PESTON:0103898	PESTON:0720402	ingredient concentration	49	49	UOM:%25
PESTON:0920403	20403	PESTON:0103904	PESTON:0720403	ingredient concentration	49	49	UOM:%25
PESTON:0920404	20404	PESTON:0104046	PESTON:0720404	ingredient concentration	49	49	UOM:%25
PESTON:0920405	20405	PESTON:0104058	PESTON:0720405	ingredient concentration	49	49	UOM:%25
PESTON:0920406	20406	PESTON:0104116	PESTON:0720406	ingredient concentration	49	49	UOM:%25
PESTON:0920407	20407	PESTON:0104182	PESTON:0720407	ingredient concentration	49	49	UOM:%25
PESTON:0920408	20408	PESTON:0104265	PESTON:0720408	ingredient concentration	49	49	UOM:%25
PESTON:0920409	20409	PESTON:0104608	PESTON:0720409	ingredient concentration	49	49	UOM:%25
PESTON:0920410	20410	PESTON:0105250	PESTON:0720410	ingredient concentration	49	49	UOM:%25
PESTON:0920411	20411	PESTON:0105913	PESTON:0720411	ingredient concentration	49	49	UOM:%25
PESTON:0920412	20412	PESTON:0106360	PESTON:0720412	ingredient concentration	49	49	UOM:%25
PESTON:0920413	20413	PESTON:0107554	PESTON:0720413	ingredient concentration	49	49	UOM:%25
PESTON:0920414	20414	PESTON:0107720	PESTON:0720414	ingredient concentration	49	49	UOM:%25
PESTON:0920415	20415	PESTON:0109672	PESTON:0720415	ingredient concentration	49	49	UOM:%25
PESTON:0920416	20416	PESTON:0109763	PESTON:0720416	ingredient concentration	49	49	UOM:%25
PESTON:0920417	20417	PESTON:0109973	PESTON:0720417	ingredient concentration	49	49	UOM:%25
PESTON:0920418	20418	PESTON:0102920	PESTON:0720418	ingredient concentration	50	50	UOM:%25
PESTON:0920419	20419	PESTON:0104038	PESTON:0720419	ingredient concentration	50	50	UOM:%25
PESTON:0920420	20420	PESTON:0108770	PESTON:0720420	ingredient concentration	50	50	UOM:%25
PESTON:0920421	20421	PESTON:0109217	PESTON:0720421	ingredient concentration	50	50	UOM:%25
PESTON:0920422	20422	PESTON:0106977	PESTON:0720422	ingredient concentration	50	50	UOM:%25
PESTON:0920423	20423	PESTON:0107474	PESTON:0720423	ingredient concentration	55	55	UOM:%25
PESTON:0920424	20424	PESTON:0106767	PESTON:0720424	ingredient concentration	64	64	UOM:%25
PESTON:0920425	20425	PESTON:0100672	PESTON:0720425	ingredient concentration	68	68	UOM:%25
PESTON:0920426	20426	PESTON:0100006	PESTON:0720426	ingredient concentration	80	80	UOM:%25
PESTON:0920427	20427	PESTON:0100821	PESTON:0720427	ingredient concentration	80	80	UOM:%25
PESTON:0920428	20428	PESTON:0104190	PESTON:0720428	ingredient concentration	80	80	UOM:%25
PESTON:0920429	20429	PESTON:0108004	PESTON:0720429	ingredient concentration	80	80	UOM:%25
PESTON:0920430	20430	PESTON:0109670	PESTON:0720430	ingredient concentration	80	80	UOM:%25
PESTON:0920431	20431	PESTON:0111528	PESTON:0720431	ingredient concentration	80	80	UOM:%25
PESTON:0920432	20432	PESTON:0113167	PESTON:0720432	ingredient concentration	80	80	UOM:%25
PESTON:0920433	20433	PESTON:0113409	PESTON:0720433	ingredient concentration	80	80	UOM:%25
PESTON:0920434	20434	PESTON:0100652	PESTON:0721634	ingredient concentration			
PESTON:0920435	20435	PESTON:0100806	PESTON:0720435	ingredient concentration			
PESTON:0920436	20436	PESTON:0101339	PESTON:0720436	ingredient concentration			
PESTON:0920437	20437	PESTON:0101619	PESTON:0721635	ingredient concentration			
PESTON:0920438	20438	PESTON:0101664	PESTON:0720438	ingredient concentration			
PESTON:0920439	20439	PESTON:0102023	PESTON:0721636	ingredient concentration			
PESTON:0920440	20440	PESTON:0102679	PESTON:0720440	ingredient concentration			
PESTON:0920441	20441	PESTON:0102903	PESTON:0721637	ingredient concentration			
PESTON:0920442	20442	PESTON:0103475	PESTON:0720442	ingredient concentration			
PESTON:0920443	20443	PESTON:0103894	PESTON:0720443	ingredient concentration			
PESTON:0920444	20444	PESTON:0103989	PESTON:0721469	ingredient concentration			
PESTON:0920445	20445	PESTON:0104041	PESTON:0720445	ingredient concentration			
PESTON:0920446	20446	PESTON:0104091	PESTON:0720446	ingredient concentration			
PESTON:0920447	20447	PESTON:0104255	PESTON:0720447	ingredient concentration			
PESTON:0920448	20448	PESTON:0105187	PESTON:0720448	ingredient concentration			
PESTON:0920449	20449	PESTON:0105741	PESTON:0720449	ingredient concentration			
PESTON:0920450	20450	PESTON:0106353	PESTON:0720450	ingredient concentration			
PESTON:0920451	20451	PESTON:0107834	PESTON:0720451	ingredient concentration			
PESTON:0920452	20452	PESTON:0101222	PESTON:0720452	ingredient concentration			
PESTON:0920453	20453	PESTON:0101446	PESTON:0720453	ingredient concentration			
PESTON:0920454	20454	PESTON:0102743	PESTON:0720454	ingredient concentration			
PESTON:0920455	20455	PESTON:0102744	PESTON:0720455	ingredient concentration			
PESTON:0920456	20456	PESTON:0104626	PESTON:0720456	ingredient concentration			
PESTON:0920457	20457	PESTON:0105578	PESTON:0720457	ingredient concentration			
PESTON:0920458	20458	PESTON:0105869	PESTON:0720458	ingredient concentration			
PESTON:0920459	20459	PESTON:0105251	PESTON:0720459	ingredient concentration			
PESTON:0920460	20460	PESTON:0106493	PESTON:0720460	ingredient concentration			
PESTON:0920461	20461	PESTON:0117415	PESTON:0720461	ingredient concentration	11.9	11.9	UOM:%25
PESTON:0920462	20462	PESTON:0117599	PESTON:0720462	ingredient concentration	11.9	11.9	UOM:%25
PESTON:0920463	20463	PESTON:0117847	PESTON:0720463	ingredient concentration	11.9	11.9	UOM:%25
PESTON:0920464	20464	PESTON:0105016	PESTON:0720464	ingredient concentration	3	3	UOM:%25
PESTON:0920465	20465	PESTON:0107600	PESTON:0720465	ingredient concentration	4	4	UOM:%25
PESTON:0920466	20466	PESTON:0107653	PESTON:0720466	ingredient concentration	5	5	UOM:%25
PESTON:0920467	20467	PESTON:0104617	PESTON:0720467	ingredient concentration	5	5	UOM:%25
PESTON:0920468	20468	PESTON:0103077	PESTON:0720468	ingredient concentration	8	8	UOM:%25
PESTON:0920469	20469	PESTON:0107625	PESTON:0720469	ingredient concentration	25	25	UOM:%25
PESTON:0920470	20470	PESTON:0107626	PESTON:0720470	ingredient concentration	35	35	UOM:%25
PESTON:0920471	20471	PESTON:0101592	PESTON:0720471	ingredient concentration	50	50	UOM:%25
PESTON:0920472	20472	PESTON:0101590	PESTON:0720472	ingredient concentration	70	70	UOM:%25
PESTON:0920473	20473	PESTON:0105587	PESTON:0720473	ingredient concentration	70	70	UOM:%25
PESTON:0920474	20474	PESTON:0101591	PESTON:0720474	ingredient concentration			
PESTON:0920475	20475	PESTON:0105123	PESTON:0720475	ingredient concentration			
PESTON:0920476	20476	PESTON:0105365	PESTON:0720476	ingredient concentration			
PESTON:0920477	20477	PESTON:0107364	PESTON:0720477	ingredient concentration			
PESTON:0920478	20478	PESTON:0107969	PESTON:0720478	ingredient concentration	10	10	UOM:%25
PESTON:0920479	20479	PESTON:0109202	PESTON:0720479	ingredient concentration	10	10	UOM:%25
PESTON:0920480	20480	PESTON:0107967	PESTON:0710421	ingredient concentration	20	20	UOM:%25
PESTON:0920481	20481	PESTON:0107968	PESTON:0718039	ingredient concentration	30	30	UOM:%25
PESTON:0920482	20482	PESTON:0111617	PESTON:0720482	ingredient concentration	46	46	UOM:%25
PESTON:0920483	20483	PESTON:0106378	PESTON:0720483	ingredient concentration	50	50	UOM:%25
PESTON:0920484	20484	PESTON:0107961	PESTON:0720484	ingredient concentration	50	50	UOM:%25
PESTON:0920485	20485	PESTON:0107963	PESTON:0720485	ingredient concentration	50	50	UOM:%25
PESTON:0920486	20486	PESTON:0108067	PESTON:0720486	ingredient concentration	50	50	UOM:%25
PESTON:0920487	20487	PESTON:0109170	PESTON:0720487	ingredient concentration	50	50	UOM:%25
PESTON:0920488	20488	PESTON:0109781	PESTON:0720488	ingredient concentration	50	50	UOM:%25
PESTON:0920489	20489	PESTON:0109797	PESTON:0720489	ingredient concentration	50	50	UOM:%25
PESTON:0920490	20490	PESTON:0110189	PESTON:0720490	ingredient concentration	50	50	UOM:%25
PESTON:0920491	20491	PESTON:0110344	PESTON:0720491	ingredient concentration	50	50	UOM:%25
PESTON:0920492	20492	PESTON:0110345	PESTON:0720492	ingredient concentration	50	50	UOM:%25
PESTON:0920493	20493	PESTON:0110572	PESTON:0720493	ingredient concentration	50	50	UOM:%25
PESTON:0920494	20494	PESTON:0110634	PESTON:0720494	ingredient concentration	50	50	UOM:%25
PESTON:0920495	20495	PESTON:0110654	PESTON:0720495	ingredient concentration	50	50	UOM:%25
PESTON:0920496	20496	PESTON:0110922	PESTON:0720496	ingredient concentration	50	50	UOM:%25
PESTON:0920497	20497	PESTON:0111111	PESTON:0720497	ingredient concentration	50	50	UOM:%25
PESTON:0920498	20498	PESTON:0111204	PESTON:0720498	ingredient concentration	50	50	UOM:%25
PESTON:0920499	20499	PESTON:0111427	PESTON:0720499	ingredient concentration	50	50	UOM:%25
PESTON:0920500	20500	PESTON:0111474	PESTON:0720500	ingredient concentration	50	50	UOM:%25
PESTON:0920501	20501	PESTON:0111476	PESTON:0720501	ingredient concentration	50	50	UOM:%25
PESTON:0920502	20502	PESTON:0111522	PESTON:0720502	ingredient concentration	50	50	UOM:%25
PESTON:0920503	20503	PESTON:0111738	PESTON:0720503	ingredient concentration	50	50	UOM:%25
PESTON:0920504	20504	PESTON:0111834	PESTON:0720504	ingredient concentration	50	50	UOM:%25
PESTON:0920505	20505	PESTON:0111921	PESTON:0720505	ingredient concentration	50	50	UOM:%25
PESTON:0920506	20506	PESTON:0111952	PESTON:0720506	ingredient concentration	50	50	UOM:%25
PESTON:0920507	20507	PESTON:0113280	PESTON:0720507	ingredient concentration	50	50	UOM:%25
PESTON:0920508	20508	PESTON:0112088	PESTON:0720508	ingredient concentration	50	50	UOM:%25
PESTON:0920509	20509	PESTON:0115841	PESTON:0720509	ingredient concentration	5	5	UOM:%25
PESTON:0920510	20510	PESTON:0117468	PESTON:0720510	ingredient concentration	240.0 /l	240	UOM:g.L1
PESTON:0920511	20511	PESTON:0108525	PESTON:0720511	ingredient concentration	34.7	34.7	UOM:%25
PESTON:0920512	20512	PESTON:0112495	PESTON:0720512	ingredient concentration	34.7	34.7	UOM:%25
PESTON:0920513	20513	PESTON:0114385	PESTON:0720513	ingredient concentration	34.7	34.7	UOM:%25
PESTON:0920514	20514	PESTON:0110010	PESTON:0720514	ingredient concentration	40	40	UOM:%25
PESTON:0920515	20515	PESTON:0110011	PESTON:0720515	ingredient concentration	80	80	UOM:%25
PESTON:0920516	20516	PESTON:0108538	PESTON:0720516	ingredient concentration	4	4	UOM:%25
PESTON:0920517	20517	PESTON:0115260	PESTON:0720517	ingredient concentration	3	3	UOM:%25
PESTON:0920518	20518	PESTON:0116937	PESTON:0720518	ingredient concentration	3	3	UOM:%25
PESTON:0920519	20519	PESTON:0117772	PESTON:0720519	ingredient concentration			
PESTON:0920520	20520	PESTON:0104391	PESTON:0720520	ingredient concentration	2	2	UOM:%25
PESTON:0920521	20521	PESTON:0104050	PESTON:0720521	ingredient concentration	5	5	UOM:%25
PESTON:0920522	20522	PESTON:0104051	PESTON:0720522	ingredient concentration	5	5	UOM:%25
PESTON:0920523	20523	PESTON:0107610	PESTON:0720523	ingredient concentration	5	5	UOM:%25
PESTON:0920524	20524	PESTON:0104047	PESTON:0720524	ingredient concentration	10	10	UOM:%25
PESTON:0920525	20525	PESTON:0104534	PESTON:0720525	ingredient concentration	13	13	UOM:%25
PESTON:0920526	20526	PESTON:0104462	PESTON:0720526	ingredient concentration	25	25	UOM:%25
PESTON:0920527	20527	PESTON:0104460	PESTON:0720527	ingredient concentration	26	26	UOM:%25
PESTON:0920528	20528	PESTON:0104048	PESTON:0720528	ingredient concentration	50	50	UOM:%25
PESTON:0920529	20529	PESTON:0106583	PESTON:0720529	ingredient concentration	50	50	UOM:%25
PESTON:0920530	20530	PESTON:0107153	PESTON:0720530	ingredient concentration	50	50	UOM:%25
PESTON:0920531	20531	PESTON:0108904	PESTON:0720531	ingredient concentration	50	50	UOM:%25
PESTON:0920532	20532	PESTON:0109440	PESTON:0720532	ingredient concentration	50	50	UOM:%25
PESTON:0920533	20533	PESTON:0109524	PESTON:0720533	ingredient concentration	50	50	UOM:%25
PESTON:0920534	20534	PESTON:0109801	PESTON:0720534	ingredient concentration	50	50	UOM:%25
PESTON:0920535	20535	PESTON:0109875	PESTON:0720535	ingredient concentration	50	50	UOM:%25
PESTON:0920536	20536	PESTON:0110018	PESTON:0720536	ingredient concentration	50	50	UOM:%25
PESTON:0920537	20537	PESTON:0104143	PESTON:0720537	ingredient concentration			
PESTON:0920538	20538	PESTON:0104145	PESTON:0720538	ingredient concentration			
PESTON:0920539	20539	PESTON:0104540	PESTON:0721478	ingredient concentration			
PESTON:0920540	20540	PESTON:0104771	PESTON:0721642	ingredient concentration			
PESTON:0920541	20541	PESTON:0104960	PESTON:0720541	ingredient concentration			
PESTON:0920542	20542	PESTON:0107456	PESTON:0720542	ingredient concentration			
PESTON:0920543	20543	PESTON:0104140	PESTON:0720543	ingredient concentration			
PESTON:0920544	20544	PESTON:0104141	PESTON:0720544	ingredient concentration			
PESTON:0920545	20545	PESTON:0104683	PESTON:0720545	ingredient concentration			
PESTON:0920546	20546	PESTON:0104920	PESTON:0720546	ingredient concentration			
PESTON:0920547	20547	PESTON:0105037	PESTON:0720547	ingredient concentration			
PESTON:0920548	20548	PESTON:0105424	PESTON:0720548	ingredient concentration			
PESTON:0920549	20549	PESTON:0107050	PESTON:0720549	ingredient concentration			
PESTON:0920550	20550	PESTON:0107453	PESTON:0720550	ingredient concentration			
PESTON:0920551	20551	PESTON:0104142	PESTON:0720551	ingredient concentration			
PESTON:0920552	20552	PESTON:0104144	PESTON:0720552	ingredient concentration			
PESTON:0920553	20553	PESTON:0106783	PESTON:0720553	ingredient concentration	0	0	UOM:%25
PESTON:0920554	20554	PESTON:0111837	PESTON:0720554	ingredient concentration	0	0	UOM:%25
PESTON:0920555	20555	PESTON:0106797	PESTON:0720555	ingredient concentration	2	2	UOM:%25
PESTON:0920556	20556	PESTON:0106263	PESTON:0720556	ingredient concentration	2.5	2.5	UOM:%25
PESTON:0920557	20557	PESTON:0109511	PESTON:0720557	ingredient concentration	2.5	2.5	UOM:%25
PESTON:0920558	20558	PESTON:0109725	PESTON:0720558	ingredient concentration	2.5	2.5	UOM:%25
PESTON:0920559	20559	PESTON:0110032	PESTON:0720559	ingredient concentration	2.5	2.5	UOM:%25
PESTON:0920560	20560	PESTON:0110067	PESTON:0720560	ingredient concentration	2.5	2.5	UOM:%25
PESTON:0920561	20561	PESTON:0110497	PESTON:0720561	ingredient concentration	2.5	2.5	UOM:%25
PESTON:0920562	20562	PESTON:0111096	PESTON:0720562	ingredient concentration	2.5	2.5	UOM:%25
PESTON:0920563	20563	PESTON:0111881	PESTON:0720563	ingredient concentration	2.5	2.5	UOM:%25
PESTON:0920564	20564	PESTON:0111912	PESTON:0720564	ingredient concentration	2.5	2.5	UOM:%25
PESTON:0920565	20565	PESTON:0112624	PESTON:0720565	ingredient concentration	2.5	2.5	UOM:%25
PESTON:0920566	20566	PESTON:0112908	PESTON:0720566	ingredient concentration	2.5	2.5	UOM:%25
PESTON:0920567	20567	PESTON:0113036	PESTON:0720567	ingredient concentration	2.5	2.5	UOM:%25
PESTON:0920568	20568	PESTON:0113401	PESTON:0720568	ingredient concentration	2.5	2.5	UOM:%25
PESTON:0920569	20569	PESTON:0106662	PESTON:0720569	ingredient concentration	3	3	UOM:%25
PESTON:0920570	20570	PESTON:0112435	PESTON:0720570	ingredient concentration	3	3	UOM:%25
PESTON:0920571	20571	PESTON:0112468	PESTON:0720571	ingredient concentration	3	3	UOM:%25
PESTON:0920572	20572	PESTON:0106261	PESTON:0720572	ingredient concentration	4.9	4.9	UOM:%25
PESTON:0920573	20573	PESTON:0106663	PESTON:0720573	ingredient concentration	5	5	UOM:%25
PESTON:0920574	20574	PESTON:0109633	PESTON:0720574	ingredient concentration	5	5	UOM:%25
PESTON:0920575	20575	PESTON:0110074	PESTON:0720575	ingredient concentration	5	5	UOM:%25
PESTON:0920576	20576	PESTON:0110195	PESTON:0720576	ingredient concentration	5	5	UOM:%25
PESTON:0920577	20577	PESTON:0110743	PESTON:0720577	ingredient concentration	5	5	UOM:%25
PESTON:0920578	20578	PESTON:0110764	PESTON:0720578	ingredient concentration	5	5	UOM:%25
PESTON:0920579	20579	PESTON:0110995	PESTON:0720579	ingredient concentration	5	5	UOM:%25
PESTON:0920580	20580	PESTON:0111087	PESTON:0720580	ingredient concentration	5	5	UOM:%25
PESTON:0920581	20581	PESTON:0111191	PESTON:0720581	ingredient concentration	5	5	UOM:%25
PESTON:0920582	20582	PESTON:0111718	PESTON:0720582	ingredient concentration	5	5	UOM:%25
PESTON:0920583	20583	PESTON:0112093	PESTON:0720583	ingredient concentration	5	5	UOM:%25
PESTON:0920584	20584	PESTON:0112915	PESTON:0720584	ingredient concentration	5	5	UOM:%25
PESTON:0920585	20585	PESTON:0109712	PESTON:0720585	ingredient concentration	7.5	7.5	UOM:%25
PESTON:0920586	20586	PESTON:0106665	PESTON:0721492	ingredient concentration	8	8	UOM:%25
PESTON:0920587	20587	PESTON:0107295	PESTON:0720587	ingredient concentration	8	8	UOM:%25
PESTON:0920588	20588	PESTON:0107353	PESTON:0720588	ingredient concentration	8	8	UOM:%25
PESTON:0920589	20589	PESTON:0107486	PESTON:0720589	ingredient concentration	8	8	UOM:%25
PESTON:0920590	20590	PESTON:0107851	PESTON:0720590	ingredient concentration	8	8	UOM:%25
PESTON:0920591	20591	PESTON:0107354	PESTON:0720591	ingredient concentration	10	10	UOM:%25
PESTON:0920592	20592	PESTON:0106510	PESTON:0720592	ingredient concentration	11	11	UOM:%25
PESTON:0920593	20593	PESTON:0108242	PESTON:0720593	ingredient concentration	11	11	UOM:%25
PESTON:0920594	20594	PESTON:0108398	PESTON:0720594	ingredient concentration	11.3	11.3	UOM:%25
PESTON:0920595	20595	PESTON:0107657	PESTON:0720595	ingredient concentration	13	13	UOM:%25
PESTON:0920596	20596	PESTON:0108293	PESTON:0720596	ingredient concentration	14	14	UOM:%25
PESTON:0920597	20597	PESTON:0106411	PESTON:0720597	ingredient concentration	15	15	UOM:%25
PESTON:0920598	20598	PESTON:0106742	PESTON:0720598	ingredient concentration	15	15	UOM:%25
PESTON:0920599	20599	PESTON:0107485	PESTON:0720599	ingredient concentration	15	15	UOM:%25
PESTON:0920600	20600	PESTON:0111395	PESTON:0720600	ingredient concentration	18.7	18.7	UOM:%25
PESTON:0920601	20601	PESTON:0113400	PESTON:0720601	ingredient concentration	18.7	18.7	UOM:%25
PESTON:0920602	20602	PESTON:0116031	PESTON:0720602	ingredient concentration	21.5	21.5	UOM:%25
PESTON:0920603	20603	PESTON:0106405	PESTON:0720603	ingredient concentration	22.9	22.9	UOM:%25
PESTON:0920604	20604	PESTON:0109510	PESTON:0720604	ingredient concentration	22.9	22.9	UOM:%25
PESTON:0920605	20605	PESTON:0109844	PESTON:0720605	ingredient concentration	22.9	22.9	UOM:%25
PESTON:0920606	20606	PESTON:0110295	PESTON:0720606	ingredient concentration	22.9	22.9	UOM:%25
PESTON:0920607	20607	PESTON:0110700	PESTON:0720607	ingredient concentration	22.9	22.9	UOM:%25
PESTON:0920608	20608	PESTON:0111263	PESTON:0720608	ingredient concentration	22.9	22.9	UOM:%25
PESTON:0920609	20609	PESTON:0111665	PESTON:0720609	ingredient concentration	22.9	22.9	UOM:%25
PESTON:0920610	20610	PESTON:0113433	PESTON:0720610	ingredient concentration	22.9	22.9	UOM:%25
PESTON:0920611	20611	PESTON:0111576	PESTON:0720611	ingredient concentration	23	23	UOM:%25
PESTON:0920612	20612	PESTON:0109334	PESTON:0720612	ingredient concentration	23.1	23.1	UOM:%25
PESTON:0920613	20613	PESTON:0106664	PESTON:0720613	ingredient concentration	25	25	UOM:%25
PESTON:0920614	20614	PESTON:0106665	PESTON:0720586	ingredient concentration	68	68	UOM:%25
PESTON:0920615	20615	PESTON:0109877	PESTON:0720615	ingredient concentration	249.0 /l	249	UOM:g.L1
PESTON:0920616	20616	PESTON:0106260	PESTON:0720616	ingredient concentration			
PESTON:0920617	20617	PESTON:0106262	PESTON:0720617	ingredient concentration			
PESTON:0920618	20618	PESTON:0106782	PESTON:0720618	ingredient concentration			
PESTON:0920619	20619	PESTON:0107428	PESTON:0720619	ingredient concentration			
PESTON:0920620	20620	PESTON:0115741	PESTON:0720620	ingredient concentration	450.0 /l	450	UOM:g.L1
PESTON:0920621	20621	PESTON:0100900	PESTON:0720621	ingredient concentration			
PESTON:0920622	20622	PESTON:0101275	PESTON:0720622	ingredient concentration			
PESTON:0920623	20623	PESTON:0101530	PESTON:0720623	ingredient concentration			
PESTON:0920624	20624	PESTON:0108547	PESTON:0720624	ingredient concentration	20	20	UOM:%25
PESTON:0920625	20625	PESTON:0111401	PESTON:0720625	ingredient concentration	13.7	13.7	UOM:%25
PESTON:0920626	20626	PESTON:0104406	PESTON:0720626	ingredient concentration			
PESTON:0920627	20627	PESTON:0105791	PESTON:0720627	ingredient concentration	2	2	UOM:%25
PESTON:0920628	20628	PESTON:0104837	PESTON:0720628	ingredient concentration	25	25	UOM:%25
PESTON:0920629	20629	PESTON:0104836	PESTON:0720629	ingredient concentration	40	40	UOM:%25
PESTON:0920630	20630	PESTON:0112721	PESTON:0720630	ingredient concentration	0.79	0.79	UOM:%25
PESTON:0920631	20631	PESTON:0112598	PESTON:0720631	ingredient concentration	1	1	UOM:%25
PESTON:0920632	20632	PESTON:0108332	PESTON:0720632	ingredient concentration	15	15	UOM:%25
PESTON:0920633	20633	PESTON:0108334	PESTON:0720633	ingredient concentration	15	15	UOM:%25
PESTON:0920634	20634	PESTON:0108364	PESTON:0720634	ingredient concentration	15	15	UOM:%25
PESTON:0920635	20635	PESTON:0107994	PESTON:0720635	ingredient concentration	17	17	UOM:%25
PESTON:0920636	20636	PESTON:0108362	PESTON:0720636	ingredient concentration	20	20	UOM:%25
PESTON:0920637	20637	PESTON:0108365	PESTON:0720637	ingredient concentration	20	20	UOM:%25
PESTON:0920638	20638	PESTON:0116290	PESTON:0720638	ingredient concentration	20	20	UOM:%25
PESTON:0920639	20639	PESTON:0117663	PESTON:0720639	ingredient concentration	47.5	47.5	UOM:%25
PESTON:0920640	20640	PESTON:0117664	PESTON:0720640	ingredient concentration	47.5	47.5	UOM:%25
PESTON:0920641	20641	PESTON:0108333	PESTON:0720641	ingredient concentration	50	50	UOM:%25
PESTON:0920642	20642	PESTON:0108368	PESTON:0720642	ingredient concentration	50	50	UOM:%25
PESTON:0920643	20643	PESTON:0108369	PESTON:0720643	ingredient concentration	50	50	UOM:%25
PESTON:0920644	20644	PESTON:0112192	PESTON:0720644	ingredient concentration	50	50	UOM:%25
